position	post_id	post_by	post_text	post_published	comment_id	comment_by	is_reply	comment_message	comment_published	comment_like_count
2_13	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1192248550816952	d709814cb0580e2c11d783d381515ba7b1ba00bc	0	Parabéns marta  eu lembro que eu andava de pé  da lapa para pinheiros para  o trabalho  graças marta td mudar	2016-08-31T22:24:22+0000	1
2_14	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1191834510858356	26796b7f6ceffe1250b285175edd1005c5330a98	0	claro que lembro, Marta fora isso arruma São Paulo, o centro está destruido.	2016-08-31T13:27:22+0000	3
2_15	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1191859460855861	62a70f254346f517f34bcdcb8fc4c5756f2d7088	0	A economia é importante, mas no meu caso o tempo é fundamental. Não preciso mais ficar esperando determinado ônibus para chegar ao destino.  Troco vários ônibus em uma viagem para chegar ao destino mais rápido, com uma única passagem. Tempo também é dinheiro :)	2016-08-31T13:56:46+0000	1
2_16	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1192297157478758	d93b55bf8bada74d7c8dad7b2b980427811c348c	0	Parabéns amiga, ficou ótima a gravação. É isso ai, vamos lutar para termos a Marta novamente.	2016-08-31T23:28:25+0000	1
2_17	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1194694217239052	c6afcc61b4aa9ec3dc9149f102156831c52aed08	0	Adriana Campos olha elaaaaa👏👏👏👏 Adorei o vídeo, ficou show de bola e surpreendente... 😘😘😘	2016-09-03T06:07:40+0000	1
2_18	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1208125642562576	9601d65f2b67321e14d2710881185c4ac784d9fe	0	#Marta15 #CoragemPraMudar	2016-09-14T23:00:23+0000	1
2_19	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1191821247526349	3be387a305b1f6d9d7bd456a2fcd4e35bff1a383	0	Conheço esse lugar	2016-08-31T13:09:52+0000	2
2_20	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1191831674191973	0a469cfd7a28dc133ee9a04108d9cceb6fcb4fef	0	verdade Marta!  vc fez muito pelos trabalhador...agora faça  pelos moradores que vive morando próximo o rio,e  quando chove ninguém consegue dormir de preocupação	2016-08-31T13:24:41+0000	2
2_21	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1192780647430409	9601d65f2b67321e14d2710881185c4ac784d9fe	0		2016-09-01T11:46:38+0000	1
2_22	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1193577967350677	1c26d963514313aeb071e688c843b425b73b1a93	0	\0/ Bilhete Unico Valeu Marta (y)	2016-09-02T05:24:08+0000	0
2_23	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1191895624185578	a1f0365a7037b50a9b42885108a5affd8a7d89c9	0	Iolanda Martins a moça é do São José	2016-08-31T14:46:56+0000	1
2_24	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1193500217358452	c09cba1eb4ada035e628a3fb2443fcfcc31ff9b7	0	E isso, senadora????? https://www.youtube.com/watch?v=RWPZCyQxzXw	2016-09-02T03:26:33+0000	0
2_25	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1191814534193687	a64d3d8ed70e92aa38061b3bbe35cb5a5c2abdf9	0	Wanderson Roberto	2016-08-31T13:02:38+0000	2
